,0
218,"8125211 | hederagenin | Glycyrrhizin, alpha-GA, and beta-GA decreased acetaminophen-induced liver injury, whereas hederagenin, HAG, and HA did not protect against any of the hepatotoxicants."
219,"8878354 | acetyl-coa | Chemical biopsy of glucuronic acid by acetaminophen also permits the study of glycogen synthesis whereas chemical biopsies of liver glutamine by phenylacetate and of cytosolic acetyl-CoA by sulfamethoxazole give important information concerning, respectively, Krebs cycle activity and glconeogenesis and on lipogenesis and cholesterol synthesis."
220,"2863101 | acetyl-coa | Similarly, in vivo acetylation of isoniazid was diminished (23%) in conjunction with hepatic N-acetyltransferase activity, though hepatic acetyl-CoA content was elevated after model trauma."
221,2058663 | acetyl-coa | Xenobiotic probes were used to sample hepatic cytosolic acetyl-CoA [acetylated sulfamethoxazole (SMX)] and UDP-glucose (glucuronidated acetaminophen) in vivo during [U-14C]glucose infusions.
222,21515333 | rhein | This study investigated the possible protective effects and mechanism of rhein on Acetaminophen (APAP)-induced hepatotoxicity and nephrotoxicity in rats.
223,"19238284 | 3,4-dihydroxyphenylacetic acid | The electrode array device was characterized using a mixture of biologically relevant analytes and xenobiotics: norepinephrine, 4-aminophenol, acetaminophen, uric acid, and 3,4-dihydroxyphenylacetic acid."
224,"1690270 | 3,4-dihydroxyphenylacetic acid | When microdialysis probes were tested in a stirred in vitro solution, large and statistically significant differences among the three membranes in extraction of acid metabolites (3,4-dihydroxyphenylacetic acid, 5-hydroxyindoleacetic acid, and homovanillic acid) and acetaminophen were found."
225,17637489 | z. officinale | Further the hepatic antioxidant status was enhanced in the Z. officinale plus acetaminophen treated group than the control group.
226,17637489 | z. officinale | The results of the present study concluded that the hepatoprotective effect of aqueous ethanol extract of Z. officinale against acetaminophen-induced acute toxicity is mediated either by preventing the decline of hepatic antioxidant status or due to its direct radical scavenging capacity.
227,"21783952 | hemin | The therapeutic potential of hemin, the heme oxygenase-1 inducer, was investigated against renal damage induced by acute acetaminophen overdose in rats."
228,"21783952 | hemin | Hemin was given as a single s.c. injection (40mol/kg), 1h following acetaminophen administration."
229,21783952 | hemin | Hemin treatment restored blood urea nitrogen and serum creatinine levels that were elevated by acetaminophen.
230,"21783952 | hemin | Hemin also compensated deficits in the antioxidant defense mechanisms (reduced glutathione, and catalase and superoxide dismutase activities), and suppressed lipid peroxidation in renal tissue resulted from acetaminophen administration."
231,"21783952 | hemin | Hemin attenuated the acetaminophen-induced elevations in renal tumor necrosis factor- and nitric oxide levels, and caspase-3 activity."
232,"21783952 | hemin | Additionally, hemin ameliorated acetaminophen-induced renal damage observed by light microscopic examination."
233,21783952 | hemin | It was concluded that hemin represents a potential therapeutic option to protect renal tissue from the detrimental effects of acute acetaminophen overdose.
234,"12051994 | hemin | Pretreatment of rats with hemin was found to prevent acetaminophen-induced hepatotoxicity, as measured histologically and biochemically by decreased serum transaminase levels."
235,"27382354 | bupropion | Acetaminophen, ibuprofen, nabumetone, and bupropion inhibited TRESK, but had no effect on TREK-2."
236,"24798647 | bupropion | We present a case of physostigmine continuous infusion for the treatment of antimuscarinic symptoms in a polydrug overdose due to the ingestion of diphenhydramine along with bupropion, citalopram, acetaminophen, and naproxen."
237,"22652317 | d-sorbitol | Seven compounds expected to have no effect on neuronal function were tested as ""negatives"" (glyphosate, acetaminophen, salicylic acid, paraquat, saccharin, d-sorbitol and amoxicillin)."
238,"17284318 | d-serine | Here, we characterize the effect on pain behavior of lacosamide, a member of a family of functionalized amino acids that are analogues of endogenous amino acids and D-serine, in the monosodium iodoacetate rat model for osteoarthritis in comparison to diclofenac and morphine."
239,"9120830 | calcium oxalate | A thermodynamic analysis of the energy transformations occurring within pharmaceutical tablets during the unloading phase of compaction was performed on Avicel, calcium phosphate, acetaminophen, and calcium oxalate."
240,"10385456 | apple | In an open-label clinical study, a single dose of acetaminophen was administered to 20 infants with approximately one fluid ounce of infant formula or apple juice by pediatric nurses using the Rx medibottle (The Medicine Bottle Company)."
241,"12811710 | apple | Thirteen participants received 2000 mg acetaminophen and the remaining 33 received 3000 mg. After 3 hours, half of the participants (22 of 46) received 75 g of SAC (Requa, Greenwich, CT) orally as a slurry in 8 oz of apple juice."
242,"23016277 | luteolin | The objective of this study was to investigate corresponding anti-oxidative and anti-inflammatory activities of luteolin, using acetaminophen-treated mice as a model system."
243,"23016277 | luteolin | Luteolin administration significantly decreased acetaminophen-induced serum alanine aminotransferase (ALT), aspartate aminotransferase (AST), tumor necrosis factor alpha (TNF-), interleukin 6 (IL-6), malondialdehyde (MDA) levels, as well as glutathione (GSH) depletion and decrease of superoxide dismutase (SOD)."
244,"23016277 | luteolin | Moreover, luteolin down-regulated acetaminophen-induced nitrotyrosine (NT) formation and endoplasmic reticulum (ER) stress."
245,"23016277 | luteolin | These results suggest the presence of anti-oxidative, anti-inflammatory and anti-ER stress properties of luteolin in response to acetaminophen-induced liver injury in mice."
246,"1185577 | vanillin | The determination of acetaminophen is based on the ability of its hydrolytic product, p-aminophenol, to produce an intensive yellow color with vanillin."
247,26165293 | l-ascorbate | The oxidation current owing to electrochemical interferents such as L-ascorbate and acetaminophen was 1/8 times of the current observed on the unprotected electrode.
248,"6148834 | l-ascorbate | Studies were made on the effects of butylated hydroxyanisole (BHA), butylated hydroxytoluene (BHT), sodium L-ascorbate (SA), ethoxyquin (EQ) and acetaminophen (AAF) on the induction of neoplastic lesions in the liver, kidney or urinary bladder of rats initiated by N-ethyl-N-hydroxyethylnitrosamine (EHEN), diethylnitrosamine (DEN) or N-butyl-N-(4-hydroxybutyl)nitrosamine (BBN)."
249,23533782 | tofu | The antioxidant and hepatoprotective properties of tofu using acetaminophen to induce liver damage in albino rats were evaluated.
250,"23533782 | tofu | Rats fed with various tofus and acetaminophen had their serum ALP, ALT, AST, and LDH activities; total cholesterol; and bilirubin levels significantly (P < 0.05) reduced, and total protein and albumin concentrations increased when compared with basal diet and acetaminophen administered group."
251,"27604786 | coconut | We evaluated abundance, habitat type, and snake size (i.e., age) within two study sites on Guam, a secondary limestone forest (upland) and an abandoned coconut plantation (coastal), to determine how experimentally dosing snakes with acetaminophen is likely to influence carrion availability."
252,18518665 | morin | Efficacy of morin was evaluated against oxidative stress-mediated damage to primary hepatocytes by tert-butyl hydroperoxide (tBHP) and acetaminophen.
253,17892525 | morin | The study supports the inhibitory action of morin against PHLPP2-regulated Nrf2-suppression and hence indentifies Nrf2-potentiating property of morin that may be exploited in developing novel therapeutic strategy to address AILI.
254,"19543536 | morin | Morin, a bioflavonoid given as co- and pre-treatment with acetaminophen significantly prevented the toxicity induced damage by constitutively stabilizing Nrf2 nuclear retention."
255,"19543536 | morin | Morin, as a potent Nrf2 inducer accorded protection against acetaminophen induced renal damages by its molecular intervention with Akt-1/Gsk3/Fyn kinase pathway via PHLPP2 de-activation."
256,"24466725 | sodium nitrite | The employed method of determination was based on the acetaminophen reaction with sodium nitrite, which yields yellow colour of solution in the presence of sodium hydrate."
257,"25562760 | sodium nitrite | The specific combination of xerogels formed from specific silane precursors, including propyl-trimethoxysilane, isobutyl-trimethoxysilane, octyl-trimethoxysilane, and hydroxymethyl-triethoxysilane, exhibit impressive dynamic and linear ranges of detection (e.g., 24-28 mM glucose) and low response times, as well as significant discrimination against common interferent species such as acetaminophen, ascorbic acid, sodium nitrite, oxalic acid, and uric acid as determined by selectivity coefficients."
258,"15761113 | 5-hydroxytryptophol | Initial studies using different substrates (serotonin, 5-hydroxytryptophol, 4-nitrophenol, acetaminophen, and valproic acid) showed similar results with 2-fold higher glucuronidation by UGT1A6(*)2 (S7A/T181A/R184S) compared with UGT1A6(*)1 (reference), and intermediate activities for other variants."
259,"16809136 | pyrrole | In order to prepare a biosensor for the determination of uric acid, electropolymerization of pyrrole on Pt surface was carried out with an electrochemical cell containing pyrrole, ferrocene (as a electron mediator) and tetrabutylammonium tetrafluoroborat in acetonitrile by cyclic voltammetry between 0.0 and 1.0 V (vs. Ag/AgCl) at a scan rate of 50 mV/s upon Pt electrode."
260,17045319 | g. biloba | G. biloba extract (25 or 50 mug/ml once every 24 h for 72 h) potentiated LDH leakage by acetaminophen (10 mM for 24 h; added at 48 h after initiation of extract pretreatment).
261,"17045319 | g. biloba | In summary, G. biloba pretreatment potentiated acetaminophen toxicity in cultured rat hepatocytes and ginkgolide A contributed to this novel effect of the extract by inducing CYP3A."
262,"15886002 | l-dopa | A physiological level of neurotransmitters and their derivatives including dopamine, l-dopa, adrenaline, noradrenaline and homovanillic acid as well as ascorbic acid, uric acid and acetaminophen do not affect the determination of DOPAC."
263,"26261286 | l-dopa | More specifically, the altered pharmacology and toxicology of salicylazosulfapridine, digoxin, l-dopa, acetaminophen, caffeic acid, phosphatidyl choline, carnitine, sorivudine, irinotecan, nonsteroidal anti-inflammatory drugs, heterocyclic amines, melamine, nitrazepam, and lovastatin will be reviewed."
264,25862331 | cyprinus carpio | The present study aims to evaluate the hepatoprotective and antioxidant effects of gold nanoparticles (GNaP) biosynthesized through the mediation of Azolla microphylla and A. microphylla extract on acetaminophen-induced hepatocyte damage in common carp fish (Cyprinus carpio L.).
265,"25240479 | l-tyrosine | A novel Au-nanoparticles/poly-(2-amino-2-hydroxymethyl-propane-1,3-diol) film modified glassy carbon electrode (AuNPs/poly(trisamine)/GCE) was constructed for the simultaneous determination of norepinephrine (NE), acetaminophen (AC) and L-tyrosine (Tyr) by differential pulse voltammetry."
266,"10826917 | l-tyrosine | Other MPO systems inactivating LADH were (a) MPO/H2O2/chlorpromazine; (b) MPO/H2O2/monophenolic systems, including L-tyrosine, serotonin and acetaminophen and (c) MPO/H2O2/di- and polyphenolic systems, including norepinephrine, catechol, nordihydroguaiaretic acid, caffeic acid, quercetin and catechin."
267,"12042114 | tamarind | This study examines the sustained release behaviour of both water-soluble (acetaminophen, caffeine, theophylline and salicylic acid) and water insoluble (indomethacin) drugs from tamarind seed polysaccharide isolated from tamarind kernel powder."
268,"28569237 | benzophenone | The most frequently detected compounds in the WRRF influent included acetaminophen, nonylphenol, caffeine, benzophenone, N,N-diethyl-m-toluamide (DEET), bisphenol A (BPA), and triclosan."
269,"27502523 | benzophenone | The target list of analytes including ciprofloxacin, acetaminophen, caffeine benzophenone and irgasan were separated by a simple HPLC method."
270,"21677837 | benzophenone | To examine the effects of 2,4-dihydroxybenzophenone (BP-1), a benzophenone derivative used as an ultraviolet light absorbent, on acetaminophen (APAP)-induced hepatotoxicity in C57BL/6J mice."
271,11755151 | s-allylmercaptocysteine | We had demonstrated earlier that treatment with S-allylmercaptocysteine before acetaminophen administration protects mice against acetaminophen-induced hepatotoxicity.
272,"11755151 | s-allylmercaptocysteine | In this study, we examined the therapeutic effect of S-allylmercaptocysteine treatment after acetaminophen administration."
273,11755151 | s-allylmercaptocysteine | These data indicate that S-allylmercaptocysteine is useful as an antidote for acetaminophen overdose.
274,"11755151 | s-allylmercaptocysteine | S-allylmercaptocysteine significantly suppressed hepatic cytochrome P450 2E1 (CYP2E1) activity and induction of inducible 70-kDa heat shock protein, a marker of acetaminophen arylation of protein."
275,"11755151 | s-allylmercaptocysteine | These results suggest that S-allylmercaptocysteine exerts its protective effect by inhibition of CYP2E1 activity, which leads to the suppression of acetaminophen arylation of hepatic protein."
276,"9829623 | s-allylmercaptocysteine | S-Allylmercaptocysteine (SAMC), one of the water-soluble organosulfur compounds in ethanol extracts of garlic (Allium sativum L.), has been shown to protect mice against acetaminophen (APAP)-induced liver injury."
277,23960834 | alpha-lipoic acid | The aims of this present study were to investigate the protective effect of alpha-lipoic acid (ALA) on oxidative stress & uremia on male albino rats induced by acetaminophen.
278,"20052997 | zn2+ | The data generated in the current work provide the basic information on the effect of bivalent cations, namely, Ca2+, Zn2+ and Mn2+, on the HPMMs' solubility and, consequently, on the performances (disintegration and drug dissolution) of acetaminophen gastroresistant tablets when exposed to fluid containing such salts."
279,"6477646 | rotenone | Results of these studies revealed a HSP response that was significantly stronger than other well-characterized hepatotoxicants including acetaminophen, diquat and rotenone."
280,"9185043 | rotenone | Comparisons of transcriptomic changes caused by FLU with those caused by a panel of known cytotoxicants [acetaminophen, tetrafluoroethylcysteine, diquat, and rotenone (ROT)] indicated that FLU results in a temporal gene expression pattern similar to ROT, a known inhibitor of complex I of the electron transport chain."
281,"23471703 | imp | The methods were established using testosterone (TST), imipramine (IMP), acetaminophen (APAP) and salbutamol (SBM), which have markedly different values of partition coefficient, P. Method I, using an octadecylized silica (ODS) column (ACQUITY UPLC BEH C18) with a steep gradient, was suitable for analyzing TST and its metabolites, and IMP and its metabolites."
282,"11323167 | styrene | The use of biomarkers and the possible problems with using surrogate endpoints are illustrated with data on aniline, cadmium, carbon monoxide, erythrosine, paracetamol (acetaminophen) and styrene."
283,"17979661 | styrene | In particular, cytochrome P450 2E1 (CYP2E1) is implicated in the oxidative bioactivation of a variety of small hydrophobic chemicals including a number of epoxide-forming drugs and environmentally important toxicants including urethane, acrylamide, acrylonitrile, benzene, vinyl chloride, styrene, 1-bromopropane, trichloroethylene, dichloroethylene, acetaminophen, and butadiene."
284,"26225832 | styrene | Herein, we demonstrated that in vitro CYP2E1 metabolic activation of acetaminophen and styrene mixtures could not be explained through the Michaelis-Menten mechanism or any models relying on that premise."
285,"26225832 | styrene | As a baseline for mixture studies with styrene, steady-state analysis of acetaminophen oxidation revealed a biphasic kinetic profile that was best described by negative cooperativity (Hill coefficient=0.72)."
286,"26225832 | styrene | Likewise, acetaminophen acted through a mixed-type inhibition mechanism to impact styrene epoxidation."
287,"26225832 | styrene | In this case, acetaminophen competed with styrene for CYP2E1 (Ki=830M and Ksi=180M for catalytic and effector sites, respectively) and resulted in cooperative impacts on binding and catalysis."
288,"26225832 | styrene | Based on modeling of in vivo clearance, cooperative interactions between acetaminophen and styrene resulted in profoundly increased styrene activation at low styrene exposure levels and therapeutic acetaminophen levels."
289,26225832 | styrene | Current Michaelis-Menten based toxicological models for mixtures such as styrene and acetaminophen would fail to detect this concentration-dependent relationship.
290,3711214 | styrene | The high separation efficiency of an ion-pairing system using tetrabutyl ammonium chloride allows also the simultaneous determination of acetaminophen and its three major metabolites with those of styrene in rat urine.
291,3711214 | styrene | Preliminary works indicate that the method would also be applicable for analysis of these metabolites in human urine and would therefore be useful in monitoring styrene exposure to workers especially when they take acetaminophen.
292,"17913598 | 1-chloro-2,4-dinitrobenzene | Modified albumin samples consisted of synthetically alkylated HSA by the reactive metabolite of acetaminophen, N-acetyl-p-benzoquinoneimine (NAPQI), and using the alkylating agent 1-chloro-2,4-dinitrobenzene (CDNB) as reference."
293,"15204697 | 1-chloro-2,4-dinitrobenzene | 1: The metabolism by HepG2 cell from two sources (M1, M2) of 12 substrates is reported: ethoxyresorufin, ethoxycoumarin, testosterone, tolbutamide, chlorzoxazone, dextromethorphan, phenacetin, midazolam, acetaminophen, hydroxycoumarin, p-nitrophenol and 1-chloro-2,4-dinitrobenzene (CDNB), and a pharmaceutical compound, EMD68843."
294,"22118906 | glycolaldehyde | Up to 30% on the total carbon concentration was removed during Fenton treatment which was accompanied by the oxidation of EfOM molecules and formation of oxidation products such as oxalic, formic and acetic acids and, less prominently, formaldehyde, acetaldehyde, propionaldehyde and glycolaldehyde."
295,"20196639 | hypericin | Of ten different PKC inhibitors screened for their effects on acetaminophen glucuronidation by human LS180 colon cells, only rottlerin (PKC delta selective inhibitor; IC(50) = 9.0 +/- 1.2 microM) and the non-selective PKC inhibitors (calphostin-C, curcumin and hypericin) decreased glucuronidation by more than 50%."
296,25862331 | common carp | The present study aims to evaluate the hepatoprotective and antioxidant effects of gold nanoparticles (GNaP) biosynthesized through the mediation of Azolla microphylla and A. microphylla extract on acetaminophen-induced hepatocyte damage in common carp fish (Cyprinus carpio L.).
297,"28340956 | maleic acid | Co-crystal former exchange reactions were performed using acetaminophen (AC) co-crystals of oxalic acid (OX), maleic acid (MA), and theophylline (TH)."
298,"23002620 | maleic acid | The main intermediates of APAP were p-benzoquinone, benzoic acid, acetic acid, maleic acid, oxalic acid, formic acid etc, and the final products were carbon dioxide and water."
299,"2511429 | eugenol | ), eugenol (75 mg/kg/day) and acetaminophen (6000 p.p.m.)."
300,"17533171 | eugenol | We found Tsc-22 downregulation in livers from B6C3F1 mice following treatment for 2 weeks with carcinogenic doses of the antianxiety drug oxazepam (2500 ppm) or the peroxisome proliferator Wyeth-14,643 (500 ppm) but not with two other carcinogens such as o-nitrotoluene or methyleugenol or three noncarcinogens including p-nitrotoluene, eugenol, or acetaminophen."
301,"25660481 | eugenol | Canine hepatocytes were harvested and cell viability of clove-leaf oil (CLO), eugenol (EUG), lemongrass oil (LGO), guanosine monophosphate (GMP), inosine monophosphate (IMP), sorbose, ginger-root extract (GRE), cinnamon-bark oil (CBO), cinnamaldehyde (CINA), thymol oil (TO), thymol (THYM), and citric acid were assessed with positive controls: acetaminophen (APAP), aflatoxin B1 and xylitol."
302,10190184 | corylus | Our study investigated the effects of Corylus avellana extract on acetaminophen and carbon tetrachloride intoxicated liver of young rats.
303,"22114686 | baicalein | Subsequent screening demonstrated that 6 of these 30 drugs increase lifespan in C. elegans: caffeine, ciclopirox olamine, tannic acid, acetaminophen, bacitracin, and baicalein."
304,17404096 | integrin | The mechanism whereby fibrin(ogen) drives liver repair after acetaminophen overdose requires engagement of leukocyte M2 integrin and subsequent induction of matrix metalloproteinase 12.
305,"19800773 | emodin | Protective effect of emodin (1,3,8-trihydroxy-6-methyl anthraquinone), an active compound of Ventilago madraspatana Gaertn., was evaluated against acetaminophen-induced biochemical and histological alterations in rats."
306,"19800773 | emodin | Treatment of emodin (20, 30 and 40 mg/kg, po) significantly lessened the toxicity by protecting acetaminophen-induced alterations in various blood and tissue biochemical variables after 24h of its administration."
307,"19800773 | emodin | Emodin at doses of 30 and 40 mg/kg effectively reversed toxic events induced by acetaminophen as same as silymarin (50mg/kg, po)."
308,"19800773 | emodin | Thus, the study concluded that emodin at a dose of 30 mg/kg (po) possesses optimum hepatoprotective ability against acetaminophen-induced toxicity."
309,"26672195 | emodin | In this study, pattern recognition analysis of the ultra high performance liquid chromatography-mass spectrometry (UPLC-MS) of hepatocytes HL7702 was performed to develop differential metabolites related to hepatotoxicity induced by hepatotoxicants, including carbon tetrachloride (CCl4), acetaminophen (APAP), emodin, aristolochic acid (AA) and triptolide."
310,"26322627 | 2,4-decadienal | In the present study, we first demonstrated that oral administration of 2,4-decadienal (50-100 mg/kg) reduced gastric emptying rate in rats, assessed by both the acetaminophen absorption test and the phenol red recovery method."
311,"21075197 | menthofuran | Acetaminophen, 1-chloro 2,4-dinitrobenzene, clozapine, diclofenac, imipramine, menthofuran, propranolol, pulegone and ticlopidine all formed D-peptide adducts, which were analogous to the GSH adducts previously described in the literature."
312,"25064485 | 1,4-benzoquinone | Acetaminophen, ciprofloxacin, clarithromycin, clofibrate, ibuprofen, omeprazole, triclosan, parabens and 1,4-benzoquinone showed some type of risk for the aquatic environments and/or for the activated sludge of WWTPs."
313,"16468397 | 1,4-benzoquinone | Two of the products were unequivocally identified as the toxic compounds 1,4-benzoquinone and N-acetyl-p-benzoquinone imine (NAPQI), which is the toxicant associated with lethality in acetaminophen overdoses."
314,"16468397 | 1,4-benzoquinone | With a hypochlorite dose of 57 micromol/L (4 ppm as Cl2), 88% of the acetaminophen (10 micromol/L initial) was transformed in 1 h. The two quinoidal oxidation products 1,4-benzoquinone and NAPQI accounted for 25% and 1.5% of the initial acetaminophen concentration, respectively, at a 1 h reaction time."
315,"28064122 | 1,4-benzoquinone | The aromatic compounds 2-hydroxy-4-(N-acetyl) aminophenol, 1,4-benzoquinone, benzaldehyde and benzoic acid were identified as toxic sub-products during the first stage of the electrochemical treatment, whereas aliphatic short-chain carboxylic acids (oxalic, maleic, oxamic, formic, acetic and fumaric acids) and inorganic ions (ammonium and nitrate) were well identified as non-toxic terminal sub-products."
316,"10378447 | 1,4-benzoquinone | The major metabolites of acetaminophen, benzoquinone imine and 1,4-benzoquinone, induced Ca2+ release in isolated rat liver microsomes."
317,"25972200 | 1,4-benzoquinone | Modification of proteins in mouse liver cytosol by 5-hydroxy-1,4-NQ, 5,8-dihydroxy-1,4-NQ, 1,4-benzoquinone (1,4-BQ), tert-butyl-1,4-BQ, and N-acetyl-p-benzoquinoneimine, an electrophilic metabolite of acetaminophen, was detected using ELISA, but not non-electrophilic quinones or hydroquinone."
318,"19522529 | thymine | Different kinds of important inorganic and organic electroactive compounds (i.e., probe molecule (potassium ferricyanide), free bases of DNA (guanine (G), adenine (A), thymine (T), and cytosine (C)), oxidase/dehydrogenase-related molecules (hydrogen peroxide (H2O2)/beta-nicotinamide adenine dinucleotide (NADH)), neurotransmitters (dopamine (DA)), and other biological molecules (ascorbic acid (AA), uric acid (UA), and acetaminophen (APAP)) were employed to study their electrochemical responses at the CR-GO/GC electrode, which shows more favorable electron transfer kinetics than graphite modified glassy carbon (graphite/GC) and glassy carbon (GC) electrodes."
319,"28344490 | cocoa butter | The study was conducted with suppositories with acetaminophen (AAP) a typical antipyretic analgesic, as model drug on lipophilic (cocoa butter) and hydrophilic base (polyethylene glycol 1500+400)."
320,"18549250 | 4-ethylphenol | To evaluate the effectiveness and reliability of the approach, GSH adducts of carbamazepine, diclofenac, 4-ethylphenol, acetaminophen, p-cresol, and omeprazole were analyzed, which were formed in human liver microsome incubations fortified with a mixture of nonlabeled GSH and stable isotope-labeled GSH at a 1:0.8 ratio."
321,"18720456 | 4-ethylphenol | The effectiveness and reliability of this approach was evaluated using a number of model compounds in human liver microsomal incubations, including acetaminophen, amodiaquine, carbamazepine, 4-ethylphenol, imipramine and ticlopidine."
322,"17918967 | 4-ethylphenol | Glutathione (GSH)-trapped reactive metabolites of acetaminophen, diclofenac, carbamazepine, clozapine, p-cresol, 4-ethylphenol, and 3-methylindole in human liver microsomes (HLM) were analyzed by HPLC coupled with Orbitrap or Fourier transform ion cyclotron resonance mass spectrometry."
323,"20734624 | lupinus | Phytoremediation of selected pharmaceuticals (diclofenac, ibuprofen, and acetaminophen) using Armoracia rusticana and Linum usitatissimum cell cultures and by hydroponically cultivated Lupinus albus, Hordeum vulgaris, and Phragmites australis plants in laboratory conditions is described."
324,"20734624 | lupinus | In the hydroponic arrangement, the best results were achieved for Lupinus, where acetaminophen was totally removed from media during two or four days in concentrations of 0.1 or 0.2 mM, respectively."
325,"19700751 | d-glucose | We show that oral administration of D-glucose, but not of either D-fructose or sucrose, prevents LPS-induced liver injury, as well as liver injury and death induced by an overdose of acetaminophen."
326,"23454338 | d-glucose | Excess saccharides including D-galactose, D-fructose, D-cellbiose, L-arabinose and D-sucrose, D-maltose, D-mannose and D-xylose as well as common interfering substances (acetaminophen, ascorbic acid and uric acid) did not affect the detection of D-glucose (0.1mM)."
327,"23411599 | methyleugenol | To clarify the regulatory molecular mechanisms behind cell cycle aberrations related to the early stages of hepatocarcinogenesis, we performed gene expression analysis using microarrays and real-time reverse transcription polymerase chain reaction followed by immunohistochemical analysis in the livers of rats treated with the cytomegaly inducing hepatocarcinogens thioacetamide (TAA), fenbendazole, and methyleugenol, the cytomegaly non-inducing hepatocarcinogen piperonyl butoxide (PBO), or the non-carcinogenic hepatotoxicants acetaminophen and -naphthyl isothiocyanate, for 28 days."
328,"20004213 | methyleugenol | We have developed an ensemble of support vector machine classification models based on male F344 rat liver gene expression following 2, 14 or 90 days of exposure to a collection of hepatocarcinogens (aflatoxin B1, 1-amino-2,4-dibromoanthraquinone, N-nitrosodimethylamine, methyleugenol) and non-hepatocarcinogens (acetaminophen, ascorbic acid, tryptophan)."
329,"17533171 | methyleugenol | We found Tsc-22 downregulation in livers from B6C3F1 mice following treatment for 2 weeks with carcinogenic doses of the antianxiety drug oxazepam (2500 ppm) or the peroxisome proliferator Wyeth-14,643 (500 ppm) but not with two other carcinogens such as o-nitrotoluene or methyleugenol or three noncarcinogens including p-nitrotoluene, eugenol, or acetaminophen."
330,"2597201 | acrolein | L-menthol effectively diminished pain behavior elicited by chemical stimuli (capsaicin, acrolein, acetic acid), noxious heat, and inflammation (complete Freund's adjuvant)."
331,"19227830 | acrolein | In this study, we found that a highly toxic unsaturated aldehyde acrolein, a byproduct of oxidative stress, has a major role in acetaminophen-induced liver injury."
332,"19227830 | acrolein | These results suggest that acrolein may be more strongly correlated with acetaminophen-induced liver injury than ROS, and that acrolein produced by acetaminophen-induced oxidative stress can spread from dying cells at the primary injury site, causing damage to the adjacent cells and aggravating liver injury."
333,"27594275 | acrolein | Our previous study suggested that the highly toxic ,-unsaturated aldehyde acrolein, a byproduct of oxidative stress, plays a major role in acetaminophen-induced liver injury."
334,"27594275 | acrolein | Our results showed that cysteamine and N-benzylhydroxylamine effectively prevented the cell toxicity of acrolein in vitro and acetaminophen-induced liver injury in vivo, which suggested that acrolein is involved in the liver damage, and these two drugs can be potential therapeutic options for this condition."
335,24816177 | oncorhynchus mykiss | The present study aimed to assess the toxic effects of acetaminophen (APAP) in Oncorhynchus mykiss following acute and chronic exposures in realistic levels.
336,2435723 | cyclic gmp | Hepatic slices from acetaminophen-pretreated mice showed marked depletion of sulfhydryls and decreased cyclic GMP formation in response to these enzyme activators.
337,"3356406 | spermidine | All of the compounds tested more or less affected the tissue levels of polyamines, including putrescine, spermidine, spermine and acetylpolyamines (N1-acetylspermidine and N1-acetylspermine)."
338,"3356406 | spermidine | When the acetylpolyamine levels rose, the levels of spermidine and spermine declined, and then putrescine levels were elevated."
339,"22229548 | myoglobin | Hydropic degeneration, tubular necrosis, presence of immunoperoxidase and myoglobin, tubulus epithelial cell degeneration, and presence of PAS-dyed material in tubular lumen was more prominently decreased in the acetaminophen group than the mannitol group."
340,"19821601 | myoglobin | These were also investigated both in rats which received either .OH scavenger, dimethylthiourea (DMTU: 500 mg/kg before glycerol injection and 125 mg/kg 8 h after glycerol injection, n = 7), or myoglobin redox cycling inhibitor, acetaminophen (ApAP: 100 mg/kg 2 h before glycerol injection and 100 mg/kg each 4 h, and 22 h after glycerol injection, n = 7)."
341,20133658 | myoglobin | Two of these inhibited the oxygenation of arachidonic acid by PGHS-1 and myoglobin and also were shown to be more metabolically stable and exhibited less direct cytotoxicity than acetaminophen.
342,"19700751 | d-fructose | We show that oral administration of D-glucose, but not of either D-fructose or sucrose, prevents LPS-induced liver injury, as well as liver injury and death induced by an overdose of acetaminophen."
343,"23454338 | d-fructose | Excess saccharides including D-galactose, D-fructose, D-cellbiose, L-arabinose and D-sucrose, D-maltose, D-mannose and D-xylose as well as common interfering substances (acetaminophen, ascorbic acid and uric acid) did not affect the detection of D-glucose (0.1mM)."
344,19459732 | potato | The present study was undertaken to examine the protective effects of an anthocyanin fraction (AF) obtained from purple-fleshed sweet potato on acetaminophen (paraceptamol [APAP])-induced hepatotoxicity in mice and to determine the mechanism involved.
345,"26310701 | helianthus annuus | In a model system of sterile, hydroponically cultivated Zea mays (as C4 plant) and Helianthus annuus (as C3 plant), the uptake and effect of carbamazepine and 10,11-epoxycarbamazepine were studied in comparison with those of acetaminophen and ibuprofen."
346,"19290448 | nicotinate | Acetaminophen, caffeine, and cotinine detections confirm prior indications of pharmaceutical and nicotinate disposal in the landfill."
347,"15151167 | hibiscus sabbariffa | This work therefore seeks to induce liver damage in mice using single dose (25 0mg/kg) of acetaminophen and to evaluate the possible protective effects of administration (100mg/kg) of some medicinal plants (Kigelia africana, Calotropis procera, Hibiscus sabdariffa and Alchornea cordifolia) on PCM-induced liver damage in mice."
348,15754502 | adzuki bean | We examined the hepatoprotective effect of water-extract from adzuki bean (Vigna angularis) hulls on acetaminophen (AAP)-induced damage in rat liver.
349,"19269423 | purine | The simultaneous presence of purine analogues and low concentrations of acetaminophen significantly potentiates mitochondrial dysfunction, increasing the risk of liver injury."
